f,att_rot,G1,G2,G3,th1,th2,th3,ph1,ph2,,ph3,O1/G1,O2/G2,O3/G3
233.68,239,114.1960454,107.6607197,94.29010086,91.2547595,89.45699305,2.022661111,24.6770376,-79.3407638,103.8980164,-12.73778652,-2947.682086,3126.101229,-622.5750969
233.68,240,114.2842497,107.7403077,94.36516377,91.25462329,89.45685849,2.023353544,24.67980273,-79.34400065,103.8843259,-12.75874127,-2874.501309,3017.072946,-617.1123396
233.68,241,114.374959,107.823758,94.4412706,91.25447092,89.45673938,2.024159883,24.68143431,-79.34590425,103.8682479,-12.78111777,-2800.775322,2907.20121,-611.5967725
233.68,242,114.4681571,107.9110517,94.51841026,91.25430243,89.45663552,2.025077824,24.6819372,-79.34648057,103.8497932,-12.80486875,-2726.520541,2796.51526,-606.0296084
233.68,243,114.5638268,108.0021689,94.59657081,91.2541178,89.45654707,2.026107725,24.68131633,-79.34573573,103.8289709,-12.82999523,-2651.753565,2685.044595,-600.411394
233.68,244,114.6619499,108.0970892,94.67573926,91.25391735,89.45647389,2.027249361,24.67957676,-79.34367587,103.8057913,-12.85648029,-2576.491178,2572.818939,-594.742882
233.68,245,114.7625073,108.1957919,94.75590157,91.25370103,89.45641609,2.028502477,24.67672319,-79.34030706,103.7802637,-12.88430962,-2500.750211,2459.868178,-589.0248442
233.68,246,114.8654792,108.2982554,94.8370427,91.25346886,89.45637342,2.029867452,24.67276038,-79.33563549,103.7523981,-12.91347789,-2424.547643,2346.222453,-583.2578274
233.68,247,114.9708446,108.4044574,94.91914656,91.25322104,89.45634609,2.031344993,24.66769307,-79.32966756,103.7222049,-12.94397972,-2347.90061,2231.912194,-577.4424268
233.68,248,115.0785817,108.5143757,95.00219587,91.25295759,89.45633385,2.032933927,24.6615258,-79.32240925,103.6896925,-12.97578739,-2270.826342,2116.967833,-571.579708
233.68,249,115.1886677,108.6279862,95.08617232,91.25267863,89.45633688,2.034634045,24.65426315,-79.31386702,103.6548706,-13.00888795,-2193.342213,2001.420244,-565.6704997
233.68,250,115.3010781,108.7452654,95.17105659,91.25238422,89.45635502,2.036446814,24.64590975,-79.30404707,103.6177517,-13.04328282,-2115.465818,1885.300301,-559.7151189
233.68,251,115.4157886,108.8661888,95.25682811,91.25207441,89.45638826,2.038371647,24.63646987,-79.29295546,103.5783413,-13.07895096,-2037.214715,1768.639081,-553.7146148
233.68,252,115.5327732,108.9907292,95.34346519,91.25174932,89.45643663,2.040407503,24.62594773,-79.28059935,103.5366525,-13.11586558,-1958.606637,1651.468305,-547.6699917
233.68,253,115.6520046,109.1188634,95.43094515,91.25140898,89.45650012,2.042556025,24.6143478,-79.26698369,103.492693,-13.15403185,-1879.659578,1533.81885,-541.5817916
233.68,254,115.7734546,109.2505613,95.51924406,91.25105354,89.45657866,2.044817294,24.60167434,-79.25211619,103.4464731,-13.19343693,-1800.391555,1415.723076,-535.450683
233.68,255,115.8970942,109.3857965,95.60833681,91.25068304,89.45667219,2.047190884,24.58793128,-79.2360026,103.3980031,-13.23405473,-1720.820675,1297.212585,-529.2777125
233.68,256,116.0228931,109.5245402,95.69819723,91.25029746,89.45678079,2.049677236,24.57312275,-79.21864946,103.347291,-13.2758809,-1640.965238,1178.3195,-523.0637619
233.68,257,116.15082,109.6667637,95.78879793,91.249897,89.45690438,2.052276551,24.55725261,-79.20006277,103.2943468,-13.31889673,-1560.843606,1059.075879,-516.8096044
233.68,258,116.2808417,109.8124356,95.88011037,91.24948164,89.45704297,2.054989262,24.54032521,-79.18024953,103.2391787,-13.36309118,-1480.474468,939.5143909,-510.516073
233.68,259,116.4129255,109.9615259,95.97210478,91.24905147,89.45719651,2.057814495,24.52234367,-79.15921555,103.1818095,-13.40843533,-1399.876207,819.667288,-504.1843255
233.68,260,116.5470356,110.1140025,96.06475038,91.24860655,89.45736501,2.060754141,24.50331259,-79.13696745,103.1222267,-13.45493522,-1319.067907,699.5673685,-497.814876
233.68,261,116.6831365,110.2698319,96.15801509,91.24814701,89.45754845,2.063807863,24.48323521,-79.11351182,103.0604545,-13.50257001,-1238.068288,579.2475277,-491.4088409
233.68,262,116.8211907,110.4289807,96.25186569,91.24767281,89.45774676,2.066976104,24.46211546,-79.08885505,102.9965015,-13.55132188,-1156.896452,458.7407634,-484.9669939
233.68,263,116.9611603,110.591414,96.34626774,91.24718406,89.45796004,2.070258085,24.43995669,-79.06300375,102.9303753,-13.60117037,-1075.571458,338.0801967,-478.4908784
233.68,264,117.1030056,110.7570973,96.44118584,91.24668084,89.45818819,2.073656677,24.41676259,-79.03596374,102.8620849,-13.65212135,-994.1125993,217.2987673,-471.9803132
233.68,265,117.2466851,110.9259933,96.53658317,91.24616325,89.45843113,2.077169896,24.39253729,-79.00774198,102.7916428,-13.70413858,-912.5394834,96.43005478,-465.4373334
233.68,266,117.3921582,111.0980572,96.63242188,91.24563123,89.45868899,2.080798816,24.36728325,-78.97834844,102.7190613,-13.75720842,-830.8712143,-24.49079941,-458.8625318
233.68,267,117.5393822,111.2732696,96.72866301,91.24508493,89.4589617,2.084544408,24.34100359,-78.94778054,102.6443409,-13.81132618,-749.1273111,-145.4346769,-452.2567682
233.68,268,117.6883094,111.45157,96.82526638,91.24452442,89.45924919,2.088404684,24.31370464,-78.91605496,102.5675029,-13.86644811,-667.3284815,-266.3629425,-445.6219228
233.68,269,117.838899,111.6329302,96.92219089,91.24394971,89.45955147,2.092384127,24.28538579,-78.88317236,102.4885516,-13.92260477,-585.4931459,-387.2447667,-438.9576686
233.68,270,117.9911011,111.8173049,97.01939402,91.24336088,89.45986863,2.096480026,24.25605316,-78.84914126,102.4074995,-13.97974177,-503.6422677,-508.0453638,-432.2660506
233.68,271,118.144869,112.0046507,97.1168324,91.24275808,89.46020049,2.100694107,24.22570933,-78.81396874,102.3243572,-14.03786204,-421.795584,-628.7306155,-425.5478521
233.68,272,118.3001545,112.1949265,97.21446156,91.24214118,89.46054715,2.105027392,24.19435693,-78.77766032,102.2391358,-14.09695127,-339.9729765,-749.2671009,-418.8038709
233.68,273,118.4569059,112.3880847,97.31223591,91.24151042,89.46090859,2.109480628,24.16200049,-78.74022431,102.1518462,-14.1569978,-258.1951575,-869.620005,-412.0351296
233.68,274,118.6150743,112.5840829,97.41010871,91.24086576,89.46128475,2.114051748,24.12864149,-78.70166594,102.0624982,-14.21795643,-176.4817514,-989.75599,-405.2437229
233.68,275,118.7746063,112.782872,97.50803236,91.2402073,89.46167554,2.118742287,24.09428401,-78.66199325,101.9711053,-14.27981934,-94.85349405,-1109.640308,-398.4303094
233.68,276,118.9354511,112.9844053,97.60595833,91.23953503,89.46208111,2.123553841,24.05892917,-78.62121281,101.8776779,-14.34258478,-13.33003915,-1229.238941,-391.5957538
233.68,277,119.0975378,113.1886336,97.70383701,91.23884923,89.46250131,2.128486373,24.02259396,-78.5793317,101.7822277,-14.40623193,68.06250971,-1348.517605,-384.7415438
233.68,278,119.2608376,113.3955074,97.80161785,91.23814969,89.46293623,2.133540189,23.98525927,-78.536357,101.6847671,-14.47073386,149.3124657,-1467.442045,-377.8686554
233.68,279,119.4252766,113.6049757,97.89924945,91.23743663,89.46338574,2.138715924,23.9469427,-78.49229587,101.5853082,-14.53607956,230.3933118,-1585.977978,-370.9785368
233.68,280,119.5907988,113.8169856,97.99667967,91.23671012,89.46384995,2.144016412,23.90764641,-78.44715605,101.4838642,-14.60227887,311.2846754,-1704.090878,-364.0715002
233.68,281,119.7573481,114.0314858,98.09385506,91.23597015,89.46432874,2.149437208,23.86737151,-78.40094412,101.3804474,-14.66925469,391.9665454,-1821.74683,-357.1505829
233.68,282,119.9248652,114.2484213,98.19072195,91.23521681,89.46482208,2.15498282,23.82612113,-78.35366802,101.2750706,-14.73703477,472.4180377,-1938.911306,-350.2156825
233.68,283,120.093287,114.467737,98.28722561,91.2344502,89.46532997,2.160653189,23.78390079,-78.30533534,101.1677477,-14.80559713,552.6172546,-2055.550044,-343.2682893
233.68,284,120.2625534,114.6893771,98.38331059,91.23367041,89.46585245,2.166448057,23.74071289,-78.25595361,101.0584924,-14.87490934,632.5435053,-2171.628861,-336.3099173
233.68,285,120.4326029,114.9132848,98.47892077,91.23287743,89.4663894,2.172367675,23.69656033,-78.20553051,100.9473182,-14.94495711,712.1758796,-2287.11362,-329.3421598
233.68,286,120.6033707,115.1394016,98.57399959,91.23207139,89.4669408,2.178414691,23.65144798,-78.15407415,100.83424,-15.01574096,791.4926243,-2401.970077,-322.3654637
233.68,287,120.7747932,115.3676687,98.66848959,91.23125236,89.46750669,2.184587213,23.60537927,-78.1015925,100.7192725,-15.08721634,870.4725367,-2516.16417,-315.3821311
233.68,288,120.9468054,115.598026,98.76233295,91.23042044,89.46808698,2.190886043,23.55835821,-78.0480938,100.6024309,-15.15936937,949.0941771,-2629.661853,-308.3934766
233.68,289,121.119342,115.8304129,98.85547141,91.2295756,89.46868168,2.197312462,23.5103885,-77.99358615,100.4837307,-15.23219097,1027.336228,-2742.429286,-301.4006721
233.68,290,121.2923353,116.0647674,98.94784622,91.2287181,89.46929071,2.203866941,23.46147547,-77.93807812,100.3631873,-15.30565796,1105.17667,-2854.432561,-294.4050813
233.68,291,121.46572,116.3010269,99.03939835,91.22784787,89.46991401,2.210551306,23.41162191,-77.88157829,100.2408175,-15.37976746,1182.594569,-2965.637941,-287.4077054
233.68,292,121.6394285,116.5391274,99.13006824,91.22696499,89.47055151,2.217363982,23.36083223,-77.82409554,100.1166379,-15.45448045,1259.568314,-3076.011735,-280.4107638
233.68,293,121.8133915,116.7790052,99.21979612,91.22606966,89.47120325,2.224304257,23.30911205,-77.76563855,99.99066571,-15.52976539,1336.075823,-3185.520552,-273.4163548
233.68,294,121.9875415,117.0205945,99.30852237,91.22516189,89.47186922,2.231376758,23.25646509,-77.70621669,99.86291837,-15.60564333,1412.095829,-3294.130878,-266.4241923
233.68,295,122.1618096,117.2638295,99.39618669,91.22424175,89.47254925,2.238577235,23.20289604,-77.64583909,99.73341442,-15.68204917,1487.606705,-3401.80955,-259.437752
233.68,296,122.3361263,117.5086434,99.48272922,91.22330941,89.47324336,2.245909601,23.14841008,-77.58451529,99.60217184,-15.75899832,1562.586658,-3508.523448,-252.4572257
233.68,297,122.5104218,117.7549687,99.56808977,91.22236494,89.4739514,2.253372566,23.09301237,-77.52225495,99.46921024,-15.8364559,1637.013954,-3614.239649,-245.4849123
233.68,298,122.6846262,118.0027374,99.65220839,91.22140844,89.47467344,2.260967219,23.03670819,-77.45906784,99.33454865,-15.91440712,1710.866887,-3718.925459,-238.522084
233.68,299,122.858669,118.2518806,99.73502513,91.22043996,89.47540929,2.268692926,22.9795033,-77.39496406,99.19820735,-15.99282645,1784.123604,-3822.548313,-231.5708342
233.68,300,123.0324812,118.502329,99.81648049,91.21945965,89.47615898,2.276551996,22.92140259,-77.3299539,99.06020697,-16.07170995,1856.762722,-3925.075841,-224.6319827
233.68,301,123.2059917,118.7540124,99.89651493,91.21846763,89.47692235,2.284542418,22.86241236,-77.26404787,98.92056819,-16.15101729,1928.762328,-4026.475908,-217.7081777
233.68,302,123.3791304,119.0068606,99.97506955,91.217464,89.47769938,2.292666373,22.80253878,-77.19725669,98.7793132,-16.23074485,2000.100686,-4126.716589,-210.8003519
233.68,303,123.5518275,119.2608028,100.0520857,91.21644883,89.47848992,2.300922154,22.74178773,-77.12959115,98.63646358,-16.31085677,2070.75628,-4225.766285,-203.9110179
233.68,304,123.7240128,119.5157675,100.1275053,91.21542223,89.47929401,2.309311817,22.68016588,-77.06106249,98.49204193,-16.39134761,2140.707378,-4323.593539,-197.0411612
233.68,305,123.8956166,119.7716829,100.2012707,91.21438442,89.48011139,2.317832299,22.61768004,-76.99168218,98.34607261,-16.47217232,2209.932323,-4420.167151,-190.1939789
233.68,306,124.0665694,120.0284775,100.2733255,91.21333546,89.48094203,2.326487822,22.55433714,-76.92146166,98.19857796,-16.55334357,2278.409567,-4515.456345,-183.3695842
233.68,307,124.236802,120.2860785,100.3436131,91.21227543,89.48178586,2.335274695,22.49014454,-76.85041301,98.04958301,-16.63480902,2346.117464,-4609.430422,-176.571243
233.68,308,124.4062462,120.5444134,100.4120786,91.21120451,89.48264275,2.34419617,22.42510916,-76.77854832,97.89911275,-16.71657845,2413.034811,-4702.059124,-169.7997054
233.68,309,124.5748335,120.8034096,100.4786674,91.21012285,89.48351262,2.353248954,22.35923923,-76.70587997,97.74719249,-16.7986005,2479.139919,-4793.312461,-163.0580802
233.68,310,124.7424969,121.0629947,100.5433263,91.20903059,89.48439524,2.362437822,22.29254236,-76.63242046,97.59384845,-16.88089555,2544.411605,-4883.160855,-156.346275
233.68,311,124.9091692,121.323096,100.6060026,91.20792781,89.48529055,2.371754515,22.22502716,-76.5581827,97.43910734,-16.96338086,2608.828445,-4971.57499,-149.6698116
233.68,312,125.0747847,121.5836402,100.6666453,91.20681473,89.4861985,2.381205686,22.15670168,-76.48317993,97.28299555,-17.04608508,2672.369393,-5058.525889,-143.0276135
233.68,313,125.2392775,121.8445552,100.7252044,91.20569141,89.4871189,2.390788667,22.08757532,-76.40742545,97.12554174,-17.12897558,2735.013133,-5143.985007,-136.4228831
233.68,314,125.4025843,122.1057681,100.7816311,91.20455802,89.48805149,2.400503032,22.01765655,-76.33093299,96.96677411,-17.21202178,2796.738919,-5227.924121,-129.8575356
233.68,315,125.564641,122.3672067,100.8358779,91.20341479,89.48899628,2.410348744,21.94695529,-76.25371644,96.80672139,-17.29521402,2857.525622,-5310.315465,-123.3336885
233.68,316,125.7253858,122.6287988,100.887899,91.20226182,89.48995298,2.42032356,21.87548081,-76.17579008,96.64541337,-17.37851346,2917.352628,-5391.131603,-116.8540906
233.68,317,125.8847573,122.890473,100.93765,91.20109927,89.49092161,2.430431192,21.80324329,-76.09716819,96.4828798,-17.46193044,2976.199207,-5470.345656,-110.4190893
233.68,318,126.0426956,123.1521579,100.9850877,91.1999273,89.49190188,2.440663595,21.73025307,-76.01786554,96.31915159,-17.54539087,3034.044821,-5547.93109,-104.0340793
233.68,319,126.1991426,123.4137824,101.0301714,91.19874611,89.49289353,2.451030086,21.65652032,-75.93789714,96.1542598,-17.62895075,3090.869283,-5623.861814,-97.69701448
233.68,320,126.3540403,123.675276,101.0728612,91.19755587,89.4938966,2.461522847,21.58205651,-75.85727829,95.98823666,-17.71253268,3146.652129,-5698.1122,-91.41311491
233.68,321,126.5073334,123.9365695,101.1131197,91.19635677,89.49491073,2.472146052,21.50687244,-75.7760243,95.82111384,-17.79615574,3201.373507,-5770.657222,-85.18249753
233.68,322,126.6589677,124.1975932,101.1509099,91.19514889,89.49593577,2.482883959,21.43097944,-75.69415107,95.65292472,-17.87968316,3255.013621,-5841.472194,-79.01374736
233.68,323,126.808889,124.4582788,101.1861989,91.19393257,89.49697158,2.493750112,21.35439043,-75.61167459,95.48370248,-17.96320911,3307.552334,-5910.533004,-72.90303799
233.68,324,126.9570479,124.7185588,101.2189544,91.19270789,89.49801788,2.504740389,21.2771163,-75.52861099,95.31348168,-18.04668929,3358.970719,-5977.816135,-66.85400647
233.68,325,127.1033942,124.978366,101.2491465,91.1914751,89.4990746,2.515853984,21.19917,-75.444977,95.14229649,-18.13010439,3409.2493,-6043.298423,-60.86884267
233.68,326,127.2478799,125.2376344,101.2767469,91.19023432,89.50014132,2.527084941,21.12056443,-75.36078927,94.97018209,-18.21339922,3458.368985,-6106.957421,-54.95194326
233.68,327,127.3904594,125.4962994,101.30173,91.18898587,89.50121784,2.538435213,21.04131252,-75.27606471,94.79717406,-18.29658053,3506.31104,-6168.771237,-49.10443787
233.68,328,127.5310882,125.7542963,101.3240717,91.18772985,89.50230413,2.549899076,20.96142799,-75.19082073,94.62330887,-18.37959452,3553.056767,-6228.718417,-43.33041219
233.68,329,127.669724,126.0115623,101.3437512,91.18646652,89.50339981,2.561480716,20.88092465,-75.1050747,94.44862279,-18.46246437,3598.587831,-6286.778247,-37.63005726
233.68,330,127.8063277,126.2680354,101.3607502,91.18519606,89.50450464,2.573192193,20.79981563,-75.01884436,94.27315339,-18.54526555,3642.886589,-6342.930533,-32.00002211
233.68,331,127.9408598,126.5236548,101.3750497,91.18391874,89.50561844,2.585003362,20.71811629,-74.93214763,94.09693841,-18.62777679,3685.934849,-6397.155734,-26.45485813
233.68,332,128.0732843,126.7783608,101.3866352,91.18263467,89.50674088,2.59691548,20.63584111,-74.84500266,93.9200161,-18.71000259,3727.715224,-6449.434911,-20.99587246
233.68,333,128.2035671,127.0320948,101.3954967,91.18134424,89.5078717,2.608953337,20.55300495,-74.75742788,93.74242529,-18.79211031,3768.210616,-6499.749757,-15.61428017
233.68,334,128.3316761,127.2847997,101.40162,91.18004756,89.50901067,2.62106193,20.46962329,-74.66944186,93.56420518,-18.87370974,3807.404088,-6548.082623,-10.33497727
233.68,335,128.4575813,127.5364198,101.4050028,91.17874485,89.51015753,2.633304778,20.3857116,-74.58106328,93.38539562,-18.95524041,3845.279177,-6594.416593,-5.132953798
233.68,336,128.5812547,127.7869003,101.4056383,91.17743641,89.51131196,2.645656639,20.30128604,-74.49231118,93.20603686,-19.03651928,3881.819589,-6638.735327,-0.02052606
233.68,337,128.7026708,128.0361881,101.4035201,91.17612246,89.51247373,2.65807076,20.21636267,-74.40320474,93.02616963,-19.11722991,3917.009568,-6681.023204,4.981053965
233.68,338,128.8218057,128.2842309,101.3986548,91.17480322,89.51364252,2.670629175,20.13095837,-74.31376348,92.84583565,-19.19792156,3950.83347,-6721.265214,9.904602344
233.68,339,128.9386385,128.530979,101.3910351,91.173479,89.5148181,2.683213532,20.04508954,-74.22400667,92.66507632,-19.27780558,3983.276379,-6759.447269,14.69880934
233.68,340,129.0531498,128.7763828,101.3806732,91.17214996,89.51600008,2.695914978,19.95877365,-74.13395423,92.48393419,-19.35748576,4014.323425,-6795.555764,19.40048089
233.68,341,129.1653228,129.0203949,101.3675736,91.17081643,89.51718821,2.708699316,19.87202789,-74.04362601,129.1760889,-19.43673781,4043.960384,-6829.577916,23.99368967
233.68,342,129.2751418,129.2629686,101.3517469,91.16947862,89.51838214,2.721579407,19.78487068,-73.95304222,73.95304222,-19.51564465,4072.173021,-6861.50159,28.48234275
233.68,343,129.382595,129.5040601,101.3332037,91.16813683,89.51958169,2.734537616,19.69731948,-73.86222278,73.86222278,-19.59409336,4098.948072,-6891.315603,32.85771622
233.68,344,129.4876716,129.743625,101.3119572,91.16679126,89.52078632,2.747559167,19.60939282,-73.77118847,73.77118847,-19.67199606,4124.272357,-6919.00917,37.11215722
233.68,345,129.590363,129.9816219,101.2880257,91.16544225,89.52199596,2.760662116,19.52110935,-73.67995957,73.67995957,-19.74946915,4148.1332,-6944.572574,41.25189232
233.68,346,129.6906628,130.2180101,101.2614263,91.16409002,89.52321009,2.77382477,19.43248815,-73.58855694,73.58855694,-19.82638155,4170.518321,-6967.996641,45.26662183
233.68,347,129.7885671,130.4527505,101.2321819,91.16273495,89.5244285,2.787061717,19.34354809,-73.49700135,73.49700135,-19.90282808,4191.416088,-6989.273061,49.16116261
233.68,348,129.8840732,130.6858049,101.2003132,91.16137721,89.52565075,2.800340393,19.25430902,-73.40531394,73.40531394,-19.97861655,4210.815057,-7008.394186,52.920769
233.68,349,129.9771808,130.917137,101.1658481,91.16001715,89.52687657,2.813684037,19.16479078,-73.31351582,73.31351582,-20.05389566,4228.704367,-7025.353221,56.5540115
233.68,350,130.0678914,131.1467115,101.1288136,91.15865507,89.52810565,2.827079471,19.07501343,-73.22162821,73.22162821,-20.12859236,4245.073677,-7040.144132,60.05432759
233.68,351,130.1562085,131.3744941,101.089239,91.15729115,89.52933769,2.840516362,18.98499742,-73.12967272,73.12967272,-20.20265453,4259.913084,-7052.761554,63.41642477
233.68,352,130.2421375,131.6004525,101.0471571,91.15592584,89.53057216,2.85400054,18.89476332,-73.03767073,73.03767073,-20.27612392,4273.213246,-7063.201047,66.64174591
233.68,353,130.3256851,131.8245546,101.0026009,91.1545593,89.53180883,2.867516191,18.80433234,-72.94564408,72.94564408,-20.34891985,4284.965181,-7071.458813,69.72294715
233.68,354,130.40686,132.0467691,100.9556071,91.15319197,89.53304736,2.881066611,18.71372567,-72.85361484,72.85361484,-20.42107125,4295.160551,-7077.531754,72.6605041
233.68,355,130.4856727,132.2670673,100.9062128,91.15182412,89.53428732,2.894640938,18.62296489,-72.76160472,72.76160472,-20.49252698,4303.791487,-7081.41779,75.44927228
233.68,356,130.5621343,132.4854191,100.8544585,91.15045601,89.53552845,2.908240508,18.53207218,-72.66963626,72.66963626,-20.56330479,4310.850509,-7083.115284,78.08912275
233.68,357,130.6362583,132.7017976,100.8003849,91.14908805,89.53677028,2.9218548,18.44106964,-72.5777315,72.5777315,-20.63336046,4316.330822,-7082.623654,80.57509493
233.68,358,130.708059,132.9161748,100.7440355,91.14772051,89.53801252,2.935479025,18.34997996,-72.48591311,72.48591311,-20.70267991,4320.226045,-7079.942868,82.90478918
233.68,359,125.406846,92.41220096,118.0782533,91.5911979,89.38903959,0.915737774,55.13246288,50.50794422,-50.50794422,83.48070521,-7488.252255,12909.76143,-541.7995237